date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:16:02	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:30%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+wcsxfrm	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deleteafb8.html	(from http://www.cplusplus.com/reference/cwchar/wcsxfrm/)
11:16:02	2597/2597	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:30%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+wmemchr	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/editf3b2.html	(from http://www.cplusplus.com/reference/cwchar/wmemchr/)
11:16:02	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:31%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+wmemchr	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deletef3b2.html	(from http://www.cplusplus.com/reference/cwchar/wmemchr/)
11:16:03	2597/2597	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:31%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+wmemcmp	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit05a6.html	(from http://www.cplusplus.com/reference/cwchar/wmemcmp/)
11:16:03	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:31%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+wmemcmp	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete05a6.html	(from http://www.cplusplus.com/reference/cwchar/wmemcmp/)
11:16:03	2597/2597	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:32%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+wmemcpy	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit3af4.html	(from http://www.cplusplus.com/reference/cwchar/wmemcpy/)
11:16:04	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:32%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+wmemcpy	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete3af4.html	(from http://www.cplusplus.com/reference/cwchar/wmemcpy/)
11:16:04	2600/2600	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:32%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+wmemmove	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit5bdd.html	(from http://www.cplusplus.com/reference/cwchar/wmemmove/)
11:16:04	2606/2606	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:33%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+wmemmove	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete5bdd.html	(from http://www.cplusplus.com/reference/cwchar/wmemmove/)
11:16:05	2597/2597	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:33%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+wmemset	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit0964.html	(from http://www.cplusplus.com/reference/cwchar/wmemset/)
11:16:05	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:33%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+wmemset	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete0964.html	(from http://www.cplusplus.com/reference/cwchar/wmemset/)
11:16:05	2600/2600	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:34%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+wcsftime	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit6a97.html	(from http://www.cplusplus.com/reference/cwchar/wcsftime/)
11:16:06	2606/2606	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:34%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+wcsftime	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete6a97.html	(from http://www.cplusplus.com/reference/cwchar/wcsftime/)
11:16:06	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:35%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+mbstate_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit37d6.html	(from http://www.cplusplus.com/reference/cwchar/mbstate_t/)
11:16:06	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:35%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+mbstate_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete37d6.html	(from http://www.cplusplus.com/reference/cwchar/mbstate_t/)
11:16:07	2594/2594	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:35%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+size_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit84a8.html	(from http://www.cplusplus.com/reference/cwchar/size_t/)
11:16:07	2600/2600	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:36%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+size_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete84a8.html	(from http://www.cplusplus.com/reference/cwchar/size_t/)
11:16:07	2582/2582	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:36%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+tm	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit55bf.html	(from http://www.cplusplus.com/reference/cwchar/tm/)
11:16:08	2588/2588	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:36%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+tm	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete55bf.html	(from http://www.cplusplus.com/reference/cwchar/tm/)
11:16:08	2597/2597	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:37%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+wchar_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/editf4b2.html	(from http://www.cplusplus.com/reference/cwchar/wchar_t/)
11:16:08	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:37%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+wchar_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deletef4b2.html	(from http://www.cplusplus.com/reference/cwchar/wchar_t/)
11:16:09	2594/2594	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:37%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+wint_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit6c1e.html	(from http://www.cplusplus.com/reference/cwchar/wint_t/)
11:16:09	2600/2600	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:38%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+wint_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete6c1e.html	(from http://www.cplusplus.com/reference/cwchar/wint_t/)
11:16:10	2588/2588	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:38%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+NULL	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/editac7e.html	(from http://www.cplusplus.com/reference/cwchar/NULL/)
11:16:10	2594/2594	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:38%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+NULL	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deleteac7e.html	(from http://www.cplusplus.com/reference/cwchar/NULL/)
11:16:10	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:39%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+WCHAR_MAX	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit0b84.html	(from http://www.cplusplus.com/reference/cwchar/WCHAR_MAX/)
11:16:11	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:39%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+WCHAR_MAX	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete0b84.html	(from http://www.cplusplus.com/reference/cwchar/WCHAR_MAX/)
11:16:11	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:39%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+WCHAR_MIN	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit28b7.html	(from http://www.cplusplus.com/reference/cwchar/WCHAR_MIN/)
11:16:11	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:40%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+WCHAR_MIN	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete28b7.html	(from http://www.cplusplus.com/reference/cwchar/WCHAR_MIN/)
11:16:12	2588/2588	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:40%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwchar+WEOF	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit4906.html	(from http://www.cplusplus.com/reference/cwchar/WEOF/)
11:16:12	2594/2594	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:40%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwchar+WEOF	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete4906.html	(from http://www.cplusplus.com/reference/cwchar/WEOF/)
11:16:12	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:41%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswalnum	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit880d.html	(from http://www.cplusplus.com/reference/cwctype/iswalnum/)
11:16:13	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:41%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswalnum	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete880d.html	(from http://www.cplusplus.com/reference/cwctype/iswalnum/)
11:16:13	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:41%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswalpha	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit3314.html	(from http://www.cplusplus.com/reference/cwctype/iswalpha/)
11:16:13	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:42%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswalpha	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete3314.html	(from http://www.cplusplus.com/reference/cwctype/iswalpha/)
11:16:14	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:42%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswblank	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/editaba5.html	(from http://www.cplusplus.com/reference/cwctype/iswblank/)
11:16:14	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:42%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswblank	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deleteaba5.html	(from http://www.cplusplus.com/reference/cwctype/iswblank/)
11:16:14	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:43%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswcntrl	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/editfb30.html	(from http://www.cplusplus.com/reference/cwctype/iswcntrl/)
11:16:15	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:43%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswcntrl	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deletefb30.html	(from http://www.cplusplus.com/reference/cwctype/iswcntrl/)
11:16:15	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:43%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswdigit	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit3095.html	(from http://www.cplusplus.com/reference/cwctype/iswdigit/)
11:16:15	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:44%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswdigit	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete3095.html	(from http://www.cplusplus.com/reference/cwctype/iswdigit/)
11:16:16	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:44%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswgraph	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edite655.html	(from http://www.cplusplus.com/reference/cwctype/iswgraph/)
11:16:16	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:44%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswgraph	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deletee655.html	(from http://www.cplusplus.com/reference/cwctype/iswgraph/)
11:16:16	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:45%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswlower	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit8077.html	(from http://www.cplusplus.com/reference/cwctype/iswlower/)
11:16:17	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:45%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswlower	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete8077.html	(from http://www.cplusplus.com/reference/cwctype/iswlower/)
11:16:17	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:45%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswprint	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit9951.html	(from http://www.cplusplus.com/reference/cwctype/iswprint/)
11:16:17	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:46%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswprint	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete9951.html	(from http://www.cplusplus.com/reference/cwctype/iswprint/)
11:16:18	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:46%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswpunct	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit8b9a.html	(from http://www.cplusplus.com/reference/cwctype/iswpunct/)
11:16:18	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:46%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswpunct	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete8b9a.html	(from http://www.cplusplus.com/reference/cwctype/iswpunct/)
11:16:18	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:47%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswspace	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit2699.html	(from http://www.cplusplus.com/reference/cwctype/iswspace/)
11:16:19	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:47%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswspace	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete2699.html	(from http://www.cplusplus.com/reference/cwctype/iswspace/)
11:16:19	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:47%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswupper	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit5e19.html	(from http://www.cplusplus.com/reference/cwctype/iswupper/)
11:16:19	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:48%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswupper	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete5e19.html	(from http://www.cplusplus.com/reference/cwctype/iswupper/)
11:16:20	2606/2606	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:48%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswxdigit	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/editf0b5.html	(from http://www.cplusplus.com/reference/cwctype/iswxdigit/)
11:16:20	2612/2612	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:48%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswxdigit	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deletef0b5.html	(from http://www.cplusplus.com/reference/cwctype/iswxdigit/)
11:16:20	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:49%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+towlower	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit701b.html	(from http://www.cplusplus.com/reference/cwctype/towlower/)
11:16:21	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:49%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+towlower	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete701b.html	(from http://www.cplusplus.com/reference/cwctype/towlower/)
11:16:21	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:49%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+towupper	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/editcd4f.html	(from http://www.cplusplus.com/reference/cwctype/towupper/)
11:16:21	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:50%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+towupper	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deletecd4f.html	(from http://www.cplusplus.com/reference/cwctype/towupper/)
11:16:22	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:50%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+iswctype	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit0440.html	(from http://www.cplusplus.com/reference/cwctype/iswctype/)
11:16:22	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:50%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+iswctype	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete0440.html	(from http://www.cplusplus.com/reference/cwctype/iswctype/)
11:16:22	2606/2606	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:51%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+towctrans	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/editded8.html	(from http://www.cplusplus.com/reference/cwctype/towctrans/)
11:16:23	2612/2612	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:51%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+towctrans	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deleteded8.html	(from http://www.cplusplus.com/reference/cwctype/towctrans/)
11:16:23	2600/2600	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:51%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+wctrans	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/editd415.html	(from http://www.cplusplus.com/reference/cwctype/wctrans/)
11:16:23	2606/2606	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:52%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+wctrans	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/deleted415.html	(from http://www.cplusplus.com/reference/cwctype/wctrans/)
11:16:24	2597/2597	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:52%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+wctype	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit0680.html	(from http://www.cplusplus.com/reference/cwctype/wctype/)
11:16:24	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:52%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+wctype	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete0680.html	(from http://www.cplusplus.com/reference/cwctype/wctype/)
11:16:24	2606/2606	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:53%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+wctrans_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit742c.html	(from http://www.cplusplus.com/reference/cwctype/wctrans_t/)
11:16:25	2612/2612	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:53%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+wctrans_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete742c.html	(from http://www.cplusplus.com/reference/cwctype/wctrans_t/)
11:16:25	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:53%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+wctype_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit3013.html	(from http://www.cplusplus.com/reference/cwctype/wctype_t/)
11:16:25	2609/2609	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:54%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+wctype_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete3013.html	(from http://www.cplusplus.com/reference/cwctype/wctype_t/)
11:16:26	2597/2597	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:54%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+wint_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit2d1a.html	(from http://www.cplusplus.com/reference/cwctype/wint_t/)
11:16:26	2603/2603	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:54%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+wint_t	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete2d1a.html	(from http://www.cplusplus.com/reference/cwctype/wint_t/)
11:16:26	2591/2591	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:55%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=cwctype+WEOF	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit1e5d.html	(from http://www.cplusplus.com/reference/cwctype/WEOF/)
11:16:27	2597/2597	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:55%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=cwctype+WEOF	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete1e5d.html	(from http://www.cplusplus.com/reference/cwctype/WEOF/)
11:16:27	2571/2571	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:56%20GMT	http://www.cplusplus.com/reference/new.cgi?a=array+array	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/new1556.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:28	20730/20730	---M-Z	200	added ('OK')	text/html	etag:1408186866	http://www.cplusplus.com/reference/array/array/rbegin/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/rbegin/index.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:28	20524/20524	---M-Z	200	added ('OK')	text/html	etag:1408186866	http://www.cplusplus.com/reference/array/array/begin/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/begin/index.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:28	20769/20769	---M-Z	200	added ('OK')	text/html	etag:1408186866	http://www.cplusplus.com/reference/array/array/end/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/end/index.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:28	2588/2588	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202017%2005:50:56%20GMT	http://www.cplusplus.com/reference/edit.cgi?a=array+array	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/edit1556.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:28	20637/20637	---M-Z	200	added ('OK')	text/html	etag:1408186866	http://www.cplusplus.com/reference/array/array/rend/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/rend/index.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:29	20381/20381	---M-Z	200	added ('OK')	text/html	etag:1408186866	http://www.cplusplus.com/reference/array/array/cbegin/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/cbegin/index.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:29	20383/20383	---M-Z	200	added ('OK')	text/html	etag:1408186866	http://www.cplusplus.com/reference/array/array/cend/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/cend/index.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:29	20476/20476	---M-Z	200	added ('OK')	text/html	etag:1449760821	http://www.cplusplus.com/reference/array/array/crbegin/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/crbegin/index.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:29	20525/20525	---M-Z	200	added ('OK')	text/html	etag:1449760841	http://www.cplusplus.com/reference/array/array/crend/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/crend/index.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:29	19457/19457	---M-Z	200	added ('OK')	text/html	etag:1408186866	http://www.cplusplus.com/reference/array/array/size/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/size/index.html	(from http://www.cplusplus.com/reference/array/array/)
11:16:29	1460/1460	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Dec%202017%2005:50:58%20GMT	http://www.cplusplus.com/reference/delete.cgi?a=array+array	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/delete1556.cgi	(from http://www.cplusplus.com/reference/array/array/)
11:16:30	19443/19443	---M-Z	200	added ('OK')	text/html	etag:1408186866	http://www.cplusplus.com/reference/array/array/max_size/	D:/MyWebsites/C++Reference/www.cplusplus.com/reference/array/array/max_size/index.html	(from http://www.cplusplus.com/reference/array/array/)
